UF,Sexo,Idade,Raca,Anos de Estudo,Renda,Altura
11,Feminino,56,Negro,5,1000,1.771.446.912
11,Masculino,55,Pardo,11,2500,1.659.927.923
11,Masculino,25,Negro,12,1700,1.732.264.604
11,Feminino,45,Branco,16,2790,1.736.428.899
11,Masculino,50,Branco,12,4500,1.716.311.954
11,Feminino,45,Negro,9,300,167.693.427
11,Masculino,33,Negro,10,5000,1.554.324.044
11,Feminino,44,Branco,9,800,1.700.327.481
11,Feminino,31,Negro,12,900,1.769.213.266
11,Masculino,28,Negro,6,788,1.716.753.566
11,Feminino,44,Negro,12,788,1.685.663.101
11,Masculino,43,Negro,14,2500,1.630.635.256
11,Feminino,63,Negro,1,788,1.744.265.847
11,Masculino,43,Negro,5,788,1.724.572.016
11,Feminino,32,Pardo,16,3000,1.638.588.786
11,Masculino,41,Negro,12,3800,1.645.344.266
11,Masculino,38,Negro,3,1250,1.674.346.134
11,Masculino,51,Branco,2,7000,1.651.326.889
11,Masculino,51,Branco,5,788,1.829.220.181
11,Masculino,53,Negro,13,600,1.744.919.126
11,Masculino,70,Branco,9,1800,1.726.928.865
11,Masculino,35,Negro,9,1400,1.753.004.118
11,Masculino,24,Negro,6,800,1.666.092.391
11,Masculino,24,Negro,3,788,1.701.570.601
11,Masculino,31,Negro,5,1300,1.759.899.141
11,Masculino,37,Negro,5,788,1.738.154.498
11,Masculino,29,Negro,11,788,1.719.857.234
11,Masculino,37,Negro,14,9166,1.590.401.776
11,Masculino,60,Negro,5,800,1.601.185.216
11,Masculino,41,Negro,9,1800,1.736.646.997
11,Masculino,53,Negro,5,2000,1.764.600.898
11,Masculino,28,Pardo,16,1200,1.601.647.796
11,Feminino,46,Pardo,6,830,1.735.162.704
11,Masculino,53,Pardo,4,1500,1.652.838.949
11,Masculino,51,Negro,7,1500,1.717.794.781
11,Masculino,36,Pardo,12,1500,1.595.072.521
11,Feminino,40,Negro,12,1200,1.802.349.896
11,Masculino,45,Branco,9,2000,1.734.871.203
11,Masculino,31,Negro,12,2930,1.727.978.431
11,Masculino,53,Branco,12,4000,1.738.939.197
11,Feminino,36,Negro,12,788,1.599.621.457
11,Feminino,36,Branco,12,2000,171.741.644
11,Feminino,25,Negro,16,3000,1.690.922.841
11,Masculino,57,Branco,7,1024,1.872.197.277
11,Masculino,45,Negro,5,1180,1.737.031.462
11,Feminino,25,Negro,10,1024,1.668.380.341
11,Feminino,56,Negro,9,1500,1.661.298.441
11,Masculino,51,Negro,5,1500,1.739.808.863
11,Masculino,52,Branco,6,2000,1.737.023.146
11,Feminino,36,Negro,12,4000,1.668.929.205
11,Masculino,47,Pardo,5,1200,1.793.472.954
11,Masculino,41,Branco,4,1200,163.945.453
11,Masculino,36,Negro,10,876,1.668.913.269
11,Masculino,65,Branco,1,1200,1.741.768.243
11,Feminino,28,Negro,7,788,1.720.581.004
11,Feminino,35,Negro,6,1050,1.714.215.577
11,Masculino,44,Pardo,1,1300,1.627.893.883
11,Feminino,28,Pardo,16,1300,1.674.079.918
11,Masculino,55,Branco,5,1300,1.671.770.544
11,Masculino,30,Branco,11,1100,1.731.413.237
11,Masculino,52,Negro,5,2000,1.745.307.398
11,Feminino,35,Negro,12,924,168.631.318
11,Feminino,33,Branco,14,1300,1.688.207.437
11,Feminino,53,Negro,5,950,1.729.308.485
11,Masculino,45,Negro,2,1300,1.608.898.658
11,Masculino,28,Negro,16,1100,1.651.719.029
11,Masculino,52,Pardo,1,1500,1.619.082.673
11,Masculino,57,Negro,7,500,1.695.018.316
11,Masculino,64,Negro,12,3500,1.732.562.628
11,Masculino,18,Branco,6,850,1.656.058.521
11,Feminino,29,Negro,10,150,1.849.817.114
11,Masculino,30,Pardo,12,2300,1.830.687.045
11,Masculino,53,Branco,2,950,1.716.740.569
11,Feminino,40,Branco,5,0,1.524.765.388
11,Masculino,66,Branco,3,0,1.583.388.674
11,Masculino,79,Branco,1,0,1.701.305.267
11,Masculino,61,Negro,4,0,1.501.365.177
11,Masculino,30,Branco,6,1000,1.784.353.173
11,Feminino,57,Branco,5,0,1.857.015.897
11,Masculino,59,Branco,9,2200,16.704.857
11,Masculino,57,Branco,9,788,1.735.252.047
11,Feminino,54,Branco,5,0,168.360.919
11,Masculino,40,Negro,4,2000,188.805.068
11,Feminino,35,Negro,16,2800,1.646.633.258
11,Feminino,53,Negro,9,800,1.635.723.778
11,Feminino,27,Negro,12,1500,1.821.008.343
11,Feminino,39,Negro,5,900,165.459.276
11,Feminino,43,Negro,5,500,1.810.206.973
11,Masculino,49,Branco,9,2100,1.686.090.922
11,Feminino,48,Negro,5,600,1.774.940.134
11,Feminino,41,Negro,8,1100,1.672.973.537
11,Masculino,45,Negro,5,2000,165.206.235
11,Masculino,18,Negro,6,1300,16.020.506
11,Feminino,44,Negro,9,788,1.798.133.121
11,Masculino,45,Negro,4,1800,1.821.418.605
11,Masculino,76,Negro,1,700,1.670.244.987
11,Masculino,48,Negro,5,1800,1.558.440.775
11,Masculino,45,Pardo,11,1100,1.671.353.801
11,Masculino,36,Negro,3,960,1.773.339.254
11,Feminino,43,Negro,12,1200,1.768.764.139
11,Masculino,52,Negro,9,1200,1.833.451.087
11,Masculino,57,Negro,7,4000,1.570.823.445
11,Feminino,36,Negro,12,1500,1.857.665.509
11,Feminino,33,Negro,12,2800,175.602.453
11,Feminino,49,Negro,9,2000,1.630.093.629
11,Masculino,35,Negro,9,788,1.681.992.124
11,Masculino,39,Negro,6,500,1.798.168.872
11,Masculino,64,Branco,1,1200,1.570.177.157
11,Masculino,17,Negro,8,1500,1.664.838.435
11,Feminino,38,Negro,12,788,1.747.170.663
11,Masculino,24,Negro,10,150,1.594.984.883
11,Masculino,38,Negro,8,1500,1.771.504.715
11,Masculino,79,Negro,2,788,160.828.134
11,Masculino,27,Pardo,7,850,1.692.077.571
11,Masculino,53,Amarelo,16,5000,1.795.226.841
11,Feminino,41,Negro,15,1800,1.669.960.483
11,Feminino,52,Branco,8,1000,161.824.255
11,Masculino,37,Pardo,1,500,1.574.998.288
11,Masculino,49,Negro,1,788,1.585.016.502
11,Masculino,32,Negro,16,2000,1.704.333.546
11,Masculino,38,Negro,16,7000,1.675.371.019
11,Feminino,38,Negro,12,1700,1.757.063.361
11,Feminino,36,Negro,12,800,1.810.624.385
11,Feminino,48,Negro,12,1600,1.602.868.929
11,Masculino,45,Branco,16,2300,1.765.989.809
11,Masculino,41,Negro,12,2100,1.824.642.841
11,Masculino,29,Branco,14,1600,168.740.102
11,Masculino,27,Pardo,12,1500,1.742.067.465
11,Masculino,26,Branco,10,2000,1.661.044.216
11,Feminino,62,Negro,16,5000,1.715.905.532
11,Feminino,38,Branco,12,3500,1.706.776.733
11,Masculino,30,Negro,12,788,1.604.348.712
11,Masculino,32,Negro,12,788,1.830.261.405
11,Feminino,58,Pardo,16,7900,1.652.553.812
11,Masculino,55,Negro,12,3500,1.742.965.538
11,Masculino,49,Branco,16,7000,172.807.826
11,Masculino,51,Pardo,16,22000,1.541.531.313
11,Feminino,49,Negro,9,1000,1.657.550.579
11,Masculino,38,Branco,12,3500,1.738.773.659
11,Masculino,61,Negro,9,3000,1.679.746.926
11,Feminino,52,Negro,9,1200,1.717.279.175
11,Masculino,36,Negro,16,2000,1.814.042.188
11,Masculino,60,Negro,9,1200,1.731.421.671
11,Masculino,50,Pardo,12,1000,1.659.162.513
11,Masculino,19,Branco,12,1038,1.599.199.489
11,Feminino,39,Negro,12,1500,167.380.591
11,Feminino,28,Branco,12,960,1.782.378.902
11,Masculino,46,Pardo,12,2000,1.690.184.964
11,Feminino,26,Branco,12,1800,1.678.516.521
11,Masculino,28,Negro,9,4000,1.667.701.065
11,Feminino,67,Negro,1,350,1.788.186.562
11,Masculino,53,Negro,9,800,1.757.001.214
11,Feminino,60,Branco,9,1200,1.641.231.809
11,Masculino,44,Branco,12,2000,169.556.588
11,Masculino,33,Pardo,10,2200,1.623.202.978
11,Feminino,47,Pardo,16,1800,1.735.598.267
11,Masculino,41,Negro,12,3500,1.699.669.911
11,Masculino,39,Pardo,10,2500,172.619.545
11,Masculino,61,Branco,5,1000,1.792.885.399
11,Feminino,36,Pardo,8,1000,1.800.078.178
11,Masculino,62,Branco,7,2000,1.890.473.633
11,Masculino,55,Pardo,12,2300,1.728.085.366
11,Masculino,20,Branco,12,1200,174.681.775
11,Masculino,56,Negro,9,400,16.320.393
11,Masculino,63,Branco,5,2000,1.840.867.827
11,Feminino,39,Pardo,13,1200,1.701.507.284
11,Feminino,38,Negro,16,3000,1.674.761.863
11,Masculino,55,Negro,16,1700,1.703.936.187
11,Masculino,27,Negro,12,954,1.782.654.676
11,Masculino,48,Negro,12,5000,170.719.226
11,Masculino,27,Negro,1,1500,1.750.377.102
11,Masculino,46,Branco,6,1700,1.626.210.317
11,Masculino,35,Negro,16,6700,1.614.816.998
11,Feminino,40,Negro,12,800,1.594.853.316
11,Masculino,32,Negro,16,2300,1.687.850.978
11,Feminino,37,Negro,12,1000,1.639.267.524
11,Masculino,24,Branco,12,3800,1.809.345.538
11,Masculino,41,Negro,10,788,1.767.168.603
11,Feminino,60,Branco,1,2500,1.722.736.429
11,Masculino,33,Branco,9,1045,1.793.044.565
11,Masculino,59,Negro,1,2000,1.618.819.048
11,Feminino,22,Branco,16,1600,179.596.722
11,Masculino,46,Branco,16,8000,1.682.799.688
11,Masculino,20,Negro,16,900,1.601.152.785
11,Masculino,59,Branco,5,2000,1.897.358
11,Masculino,33,Branco,12,2500,1.701.665.687
11,Masculino,65,Negro,8,1800,1.724.195.324
11,Masculino,27,Negro,12,3800,1.743.380.447
11,Masculino,43,Branco,12,2500,1.681.796.206
11,Masculino,65,Branco,7,4500,1.838.394.168
11,Feminino,46,Negro,16,3500,1.624.286.809
11,Masculino,50,Pardo,3,1100,165.195.125
11,Feminino,47,Pardo,9,1000,1.774.440.785
11,Masculino,40,Negro,5,700,1.611.998.872
11,Feminino,43,Negro,7,1100,1.806.637.121
11,Masculino,44,Pardo,12,1600,1.827.703.363
11,Feminino,45,Branco,7,788,1.745.952.846
11,Masculino,28,Negro,12,1600,1.492.575.374
11,Masculino,22,Negro,15,3500,1.826.349.463
11,Feminino,47,Pardo,16,6000,1.753.381.034
11,Feminino,53,Negro,15,3500,1.642.661.739
11,Feminino,49,Branco,12,2000,1.811.558.486
11,Masculino,67,Negro,9,2000,1.659.462.295
11,Masculino,40,Branco,8,1300,164.219.712
11,Masculino,59,Branco,13,1500,1.699.605.049
11,Feminino,55,Branco,12,1000,1.746.226.641
11,Masculino,58,Branco,6,1000,162.304.191
11,Feminino,56,Branco,16,5000,174.253.391
11,Masculino,50,Negro,16,9000,1.685.859.429
11,Feminino,63,Negro,16,1600,1.581.811.372
11,Feminino,45,Negro,16,6000,1.713.022.065
11,Masculino,48,Branco,16,3000,1.648.519.552
11,Feminino,51,Negro,12,2000,1.645.657.599
11,Masculino,54,Pardo,4,2600,1.645.216.905
11,Feminino,43,Negro,12,1200,1.726.758.305
11,Feminino,39,Negro,16,1800,1.706.851.287
11,Masculino,46,Branco,5,1000,1.689.483.847
11,Feminino,29,Negro,12,788,1.581.963.266
11,Masculino,61,Branco,5,2000,1.742.117.343
11,Masculino,26,Branco,12,4000,1.690.235.788
11,Masculino,30,Branco,12,4500,1.757.711.932
11,Masculino,37,Negro,12,3000,1.693.724.092
11,Masculino,26,Pardo,12,1400,1.704.376.304
11,Masculino,35,Negro,12,1500,1.763.612.817
11,Masculino,41,Negro,12,1800,1.740.734.374
11,Masculino,26,Negro,13,1000,1.667.498.848
11,Feminino,35,Pardo,13,1720,1.752.664.432
11,Masculino,27,Negro,11,1500,1.678.513.125
11,Feminino,35,Negro,12,1570,1.611.546.457
11,Masculino,30,Negro,12,2000,1.663.763.102
11,Masculino,26,Branco,12,1200,1.593.986.639
11,Masculino,57,Negro,16,7000,1.813.162.446
11,Feminino,51,Negro,16,4500,1.506.067.212
11,Masculino,24,Negro,14,3000,1.519.803.582
11,Masculino,30,Negro,16,6000,1.716.975.629
11,Feminino,28,Negro,9,900,175.535.753
11,Masculino,37,Negro,9,1200,1.703.406.099
11,Masculino,35,Negro,12,3600,1.785.378.725
11,Feminino,25,Negro,12,2000,180.207.184
11,Feminino,43,Pardo,12,1000,170.862.396
11,Masculino,35,Pardo,16,10000,1.582.677.668
11,Masculino,35,Negro,5,1222,1.810.664.153
11,Masculino,50,Negro,8,1150,1.822.057.271
11,Masculino,58,Negro,9,2000,1.663.149.534
11,Feminino,49,Negro,3,500,1.544.142.642
11,Masculino,36,Negro,10,900,1.716.941.354
11,Masculino,34,Negro,12,1500,1.764.443.041
11,Masculino,48,Negro,12,1200,1.644.872.702
11,Feminino,37,Negro,12,840,1.677.094.289
11,Feminino,51,Negro,16,1900,1.719.349.473
11,Feminino,43,Branco,12,788,1.747.745.766
11,Feminino,54,Pardo,2,844,1.712.286.279
11,Masculino,62,Negro,9,1600,1.724.485.193
11,Masculino,34,Negro,1,1200,1.679.673.887
11,Masculino,34,Negro,16,3000,1.803.009.957
11,Feminino,29,Branco,12,350,168.141.006
11,Masculino,63,Pardo,1,600,1.720.141.552
11,Feminino,45,Negro,9,1000,1.603.697.369
11,Masculino,42,Negro,12,1007,1.664.916.509
11,Feminino,25,Branco,12,800,160.863.281
11,Feminino,34,Negro,16,2000,1.585.186.411
11,Masculino,65,Branco,8,1800,1.687.345.219
11,Feminino,28,Negro,16,2600,1.794.668.543
11,Feminino,61,Negro,7,200,1.707.159.958
11,Feminino,28,Negro,12,600,1.813.213.814
11,Masculino,48,Negro,16,3000,1.599.345.295
11,Feminino,35,Negro,9,400,1.607.150.852
11,Masculino,42,Pardo,16,1400,1.673.457.616
11,Feminino,43,Branco,16,4000,1.924.298.533
11,Masculino,54,Branco,4,5000,1.728.140.796
11,Masculino,46,Negro,15,3000,1.921.120.707
11,Feminino,53,Pardo,12,2500,1.734.365.397
11,Masculino,50,Negro,16,900,151.619.971
11,Masculino,24,Branco,12,1500,179.008
11,Feminino,27,Pardo,16,700,1.615.677.906
11,Masculino,46,Pardo,16,3000,173.017.852
11,Feminino,28,Branco,13,1400,1.672.533.584
11,Masculino,38,Branco,12,2000,1.726.139.646
11,Masculino,49,Pardo,12,2800,1.558.618.198
11,Masculino,62,Pardo,1,1550,1.779.083.323
11,Feminino,18,Negro,12,1000,1.796.513.814
11,Masculino,40,Branco,6,2000,1.722.796.513
11,Feminino,29,Pardo,15,1500,1.557.537.389
11,Masculino,55,Branco,6,1000,1.828.984.596
11,Feminino,29,Pardo,8,950,1.766.542.798
11,Masculino,44,Negro,12,2200,1.679.794.683
11,Masculino,41,Negro,12,1300,1.573.364.771
11,Masculino,30,Negro,7,3300,1.729.142.971
11,Masculino,21,Branco,11,900,1.734.021.407
11,Masculino,41,Negro,5,1600,1.689.305.949
11,Feminino,60,Negro,1,780,175.272.209
11,Masculino,51,Negro,3,1800,1.694.896.971
11,Feminino,48,Negro,9,1200,1.728.354.877
11,Masculino,23,Negro,12,1300,169.033.722
11,Feminino,40,Negro,9,1500,1.733.784.478
11,Feminino,47,Negro,9,788,182.617.711
11,Masculino,21,Negro,12,1200,1.577.059.708
11,Feminino,31,Negro,16,2800,1.646.454.246
11,Masculino,49,Pardo,12,5000,169.866.578
11,Masculino,30,Branco,11,1500,157.475.184
11,Feminino,49,Negro,4,800,1.724.981.677
11,Masculino,58,Negro,8,2000,1.822.929.432
11,Feminino,49,Negro,12,2200,1.818.477.329
11,Masculino,64,Negro,7,2500,1.736.836.156
11,Masculino,43,Negro,12,4000,1.744.176.774
11,Feminino,51,Branco,16,3200,166.583.653
11,Masculino,34,Negro,12,3000,1.605.012.874
11,Feminino,32,Pardo,16,2500,171.016.813
11,Masculino,70,Negro,8,1100,16.466.355
11,Feminino,31,Negro,10,1200,1.615.880.205
11,Feminino,40,Negro,16,2400,1.690.350.053
11,Masculino,49,Branco,12,3000,1.654.899.137
11,Masculino,52,Negro,7,2500,1.629.802.604
11,Masculino,56,Negro,12,3000,1.593.647.031
11,Masculino,25,Negro,12,1500,1.545.540.923
11,Feminino,21,Negro,13,1150,1.698.353.888
11,Feminino,36,Negro,13,1050,1.846.500.001
11,Masculino,22,Negro,9,1400,1.686.215.049
11,Feminino,25,Negro,9,820,1.736.413.539
11,Masculino,32,Negro,11,1200,1.634.044.871
11,Masculino,28,Branco,12,1600,1.685.822.341
11,Masculino,35,Pardo,11,1680,1.855.013.993
11,Masculino,26,Negro,12,1800,1.664.985.039
11,Masculino,25,Negro,12,1300,1.714.345.073
11,Feminino,46,Negro,12,1500,1.766.690.691
11,Masculino,43,Negro,13,1800,1.754.781.102
11,Masculino,53,Negro,6,1800,1.707.265.909
11,Masculino,23,Pardo,16,1050,1.600.645.438
11,Feminino,54,Negro,12,1400,1.720.025.678
11,Masculino,22,Negro,6,1200,1.786.171.489
11,Masculino,30,Negro,12,2365,171.899.992
11,Masculino,51,Negro,6,2200,1.717.220.136
11,Feminino,49,Negro,16,4500,1.684.784.348
11,Masculino,45,Branco,16,1400,1.789.865.471
11,Masculino,31,Negro,6,1500,1.563.385.573
11,Masculino,27,Negro,6,1500,1.699.110.023
11,Feminino,30,Negro,12,3000,1.670.378.873
11,Feminino,35,Negro,8,788,1.824.210.999
11,Masculino,42,Pardo,6,2500,1.595.249.299
11,Masculino,56,Pardo,16,2800,1.775.213.767
11,Masculino,30,Negro,12,2000,1.624.182.805
11,Masculino,37,Negro,5,1500,1.806.207.854
11,Feminino,50,Negro,9,1000,1.775.830.515
11,Feminino,48,Negro,15,1000,1.776.593.531
11,Feminino,36,Negro,9,1300,1.662.675.412
11,Masculino,33,Negro,12,788,1.728.649.124
11,Feminino,24,Pardo,16,2500,173.401.874
11,Masculino,55,Negro,12,3000,1.674.616.876
11,Masculino,38,Negro,2,1700,1.750.534.124
11,Feminino,59,Branco,12,3200,1.599.326.047
11,Masculino,37,Negro,12,1800,1.735.564.323
11,Feminino,45,Branco,12,800,171.992.514
11,Masculino,40,Negro,16,5500,1.701.502.321
11,Masculino,43,Branco,12,3500,1.608.656.186
11,Feminino,22,Negro,10,788,1.695.728.684
11,Feminino,49,Negro,9,900,1.683.232.909
11,Feminino,40,Amarelo,4,900,1.662.915.384
11,Feminino,44,Negro,5,700,1.718.729.117
11,Masculino,54,Negro,9,780,1.790.763.378
11,Feminino,53,Negro,9,788,1.756.525.875
11,Feminino,42,Negro,5,850,1.787.786.535
11,Feminino,43,Branco,11,1500,1.771.291.987
11,Feminino,59,Negro,6,300,178.165.001
11,Masculino,36,Negro,12,3000,1.663.732.988
11,Masculino,40,Amarelo,12,2500,1.536.050.239
11,Feminino,39,Negro,12,1200,1.419.618.456
11,Feminino,41,Branco,15,3500,1.823.266.515
11,Feminino,34,Branco,16,3500,1.838.548.885
11,Masculino,40,Negro,12,2000,182.543.984
11,Feminino,37,Negro,8,800,1.629.946.598
11,Masculino,43,Negro,10,1150,1.603.255.879
11,Masculino,36,Branco,12,1900,1.677.802.145
11,Masculino,46,Negro,12,1400,1.643.106.808
11,Masculino,32,Negro,10,1300,1.707.614.337
11,Masculino,26,Branco,14,960,1.876.895.953
11,Masculino,35,Negro,12,900,1.808.651.496
11,Masculino,35,Negro,12,2400,1.808.315.778
11,Masculino,36,Pardo,7,2000,1.701.595.416
11,Feminino,32,Branco,16,2100,1.660.058.292
11,Feminino,43,Branco,15,1900,1.610.528.858
11,Masculino,22,Negro,10,1200,1.714.157.607
11,Masculino,35,Negro,12,1900,1.570.984.493
11,Masculino,28,Negro,11,1600,1.482.956.365
11,Feminino,29,Branco,16,12500,1.735.649.839
11,Masculino,36,Negro,16,5000,1.629.585.092
11,Masculino,54,Negro,9,5000,1.615.366.013
11,Feminino,53,Negro,16,6800,1.540.516.845
11,Feminino,53,Branco,16,4000,1.780.503.606
11,Feminino,27,Negro,16,2200,1.610.457.277
11,Masculino,66,Branco,16,5000,1.613.725.512
11,Feminino,33,Branco,16,10000,1.757.384.491
11,Masculino,29,Negro,12,3000,1.693.517.771
11,Feminino,38,Branco,12,1000,1.629.281.528
11,Masculino,51,Negro,12,3000,1.804.489.156
11,Masculino,31,Branco,12,1400,1.756.453.952
11,Feminino,18,Negro,8,1000,1.627.170.195
11,Feminino,43,Negro,9,3000,1.762.774.289
11,Masculino,41,Negro,8,1200,1.717.912.089
11,Masculino,45,Branco,4,2500,1.824.766.752
11,Masculino,25,Negro,12,1300,1.686.037.074
11,Feminino,40,Branco,11,827,1.605.269.929
11,Masculino,51,Negro,5,1200,1.806.127.394
11,Masculino,30,Negro,12,2100,1.710.758.902
11,Masculino,77,Negro,1,0,1.800.514.911
11,Feminino,27,Negro,6,35,1.713.557.882
11,Masculino,20,Negro,9,1300,164.556.071
11,Masculino,58,Negro,1,700,1.696.035.984
11,Masculino,33,Negro,6,800,1.739.771.463
11,Feminino,38,Branco,12,1500,1.678.607.347
11,Feminino,39,Negro,5,300,1.746.847.063
11,Feminino,50,Negro,1,200,1.739.222.554
11,Masculino,22,Branco,10,2000,1.711.819.574
11,Masculino,30,Negro,12,788,1.714.301.023
11,Masculino,59,Negro,9,2000,169.846.794
11,Masculino,75,Branco,1,300,1.691.659.565
11,Masculino,51,Negro,12,3800,1.714.948.765
11,Masculino,36,Pardo,12,2000,1.696.446.939
11,Masculino,35,Branco,14,5000,1.674.291.452
11,Masculino,46,Pardo,12,3800,1.632.864.158
11,Feminino,60,Negro,6,1000,1.703.384.883
11,Masculino,29,Negro,12,5000,1.705.588.902
11,Feminino,24,Negro,12,1600,18.708.646
11,Feminino,56,Negro,6,1500,1.653.398.054
11,Masculino,62,Negro,3,900,1.734.637.234
11,Masculino,47,Negro,12,3000,1.767.155.267
11,Feminino,45,Pardo,11,1800,1.636.917.275
11,Masculino,45,Negro,6,500,1.801.652.212
11,Masculino,57,Negro,4,1500,1.764.778.947
11,Masculino,38,Negro,15,5000,1.775.783.543
11,Masculino,41,Branco,12,3000,1.636.514.241
11,Masculino,40,Negro,16,1200,1.772.920.659
11,Masculino,39,Negro,16,1200,1.792.668.542
11,Masculino,35,Negro,5,1200,1.822.955.781
11,Masculino,42,Negro,1,3500,1.734.192.423
11,Feminino,46,Negro,10,1200,1.668.984.881
11,Masculino,55,Pardo,4,1000,1.706.520.871
11,Masculino,30,Negro,15,3500,1.731.694.429
11,Masculino,29,Pardo,16,6000,1.786.530.411
11,Feminino,52,Negro,16,3500,1.754.302.005
11,Masculino,58,Branco,12,10000,1.831.782.606
11,Masculino,26,Negro,8,1400,1.554.683.061
11,Masculino,50,Negro,2,1600,1.691.954.564
11,Masculino,56,Negro,12,1400,1.724.927.253
11,Masculino,53,Pardo,5,788,1.661.365.923
11,Masculino,59,Negro,9,5000,1.667.740.428
11,Masculino,33,Branco,16,50000,1.632.055.507
11,Feminino,44,Pardo,12,872,159.688.203
11,Masculino,59,Pardo,5,3000,1.822.128.452
11,Feminino,46,Pardo,16,1000,1.647.607.354
11,Feminino,56,Negro,6,1000,1.680.921.722
11,Feminino,24,Negro,14,1500,1.638.959.459
11,Masculino,44,Negro,5,920,1.801.979.099
11,Masculino,42,Negro,5,788,1.678.968.991
11,Masculino,28,Negro,15,2000,1.759.103.865
11,Feminino,59,Negro,6,1100,1.678.117.985
11,Feminino,48,Branco,16,1900,1.600.557.119
11,Feminino,36,Negro,13,600,1.703.238.895
11,Masculino,35,Pardo,9,788,1.712.143.298
11,Masculino,45,Negro,5,1000,1.590.174.106
11,Masculino,46,Branco,12,3000,1.654.622.515
11,Masculino,34,Branco,11,2600,1.614.655.069
11,Feminino,33,Negro,12,1200,1.750.118.127
11,Masculino,42,Negro,8,1200,1.729.516.447
11,Feminino,39,Negro,16,9000,1.695.269.526
11,Masculino,33,Negro,1,1200,1.736.017.572
11,Masculino,55,Branco,7,2000,1.684.450.614
11,Masculino,57,Negro,12,1000,1.717.079.505
11,Masculino,54,Negro,1,1500,1.618.100.148
11,Masculino,33,Pardo,8,1000,1.720.306.493
11,Masculino,65,Negro,4,600,1.768.409.003
11,Masculino,47,Branco,11,1000,1.582.617.152
11,Masculino,43,Negro,7,788,1.678.112.036
11,Masculino,70,Branco,1,1000,1.550.216.392
11,Masculino,51,Negro,5,788,1.714.598.703
11,Masculino,49,Branco,4,1100,1.722.389.373
11,Masculino,66,Negro,1,500,1.761.616.963
11,Masculino,23,Negro,9,788,1.736.553.547
11,Masculino,49,Negro,16,400,1.787.658.223
